Source	Target	Type	Value
Q13651	P23458	Weight	0.6355816640474993
P49841	P24385	Weight	-0.39625999607452866
P05112	P24394	Weight	2.3317460339601612
P05305	P24530	Weight	0.010305175933089829
P05305	P25101	Weight	0.8299290452220502
P00734	P25116	Weight	0.8130781136657627
P08311	P25116	Weight	1.041005921124316
O14920	P25963	Weight	1.5011656278677639
O15111	P25963	Weight	-0.6430637570738061
P17612	P25963	Weight	0.7532076442531151
P04637	P26447	Weight	0.7430830838739594
P28482	P28324	Weight	0.8668455545540418
Q16539	P28324	Weight	1.2746465947859815
P46937	P28347	Weight	2.2302243369120673
P17252	P28482	Weight	0.07868701868885637
P17612	P28482	Weight	0.20759504957224426
P36507	P28482	Weight	0.5374552989809304
P46940	P28482	Weight	0.0021920387732577463
Q02750	P28482	Weight	0.8896630088564682
Q05513	P28482	Weight	0.3051344534113098
Q16539	P28482	Weight	-0.7453296577245512
P20827	P29317	Weight	0.9511116050919646
P43626	P29350	Weight	0.4477900378253394
P43628	P29350	Weight	0.9941075353592398
P43629	P29350	Weight	0.5477081784394464
P23458	P29597	Weight	0.6244746082007377
P01042	P30411	Weight	0.6921209388167507
Q14393	P30530	Weight	0.010308130560762433
P01019	P30556	Weight	1.0825689689094973
P01178	P30559	Weight	1.0880184005110514
P61278	P30874	Weight	0.00969642595157332
P02751	P31431	Weight	0.6868010906027918
P17252	P31431	Weight	0.3502357355870937
P06307	P32238	Weight	0.8091240480708887
P01350	P32239	Weight	0.7239580274500585
P08700	P32927	Weight	0.8978777797236931
O15169	P35222	Weight	0.5030778144664253
P06241	P35222	Weight	0.13110950313521955
P08581	P35222	Weight	-1.4425097772249995
P10586	P35222	Weight	1.8653636499221282
P12830	P35222	Weight	0.43720220898378837
P12931	P35222	Weight	0.009589983530641749
P17612	P35222	Weight	0.062058513563721635
P46940	P35222	Weight	-0.002351133667088129
P49841	P35222	Weight	-1.7810698650362649
Q8N752	P35222	Weight	0.7118707414669212
Q92793	P35222	Weight	0.1249058093239003
P01189	P35372	Weight	0.009859354315586428
P49407	P35372	Weight	-0.009836440817392978
O14920	P35568	Weight	-0.017327722177351398
O15111	P35568	Weight	-0.0010769702974950212
P04629	P35568	Weight	0.6228901241879676
P06213	P35568	Weight	0.46315389155707004
P07333	P35568	Weight	0.5162768244387445
P08069	P35568	Weight	0.8384450389599013
P10586	P35568	Weight	0.48626459750044393
P23443	P35568	Weight	-0.229760344096731
P42345	P35568	Weight	-0.1273206255599552
P45983	P35568	Weight	-0.05164866272085719
Q05513	P35568	Weight	-0.2779104151745946
Q05655	P35568	Weight	-0.13441867311785752
Q16620	P35568	Weight	0.48998835542074787
P18848	P35638	Weight	0.3164653856948175
Q16539	P35638	Weight	1.3827692972489654
P12931	P35968	Weight	0.016253395054572118
P15692	P35968	Weight	0.02078467826970558
P29350	P35968	Weight	-0.1720185817100582
P04049	P36507	Weight	0.7319683894288057
P10398	P36507	Weight	0.4012056978572624
P15056	P36507	Weight	0.5687009472988466
P41279	P36507	Weight	0.6658627563706565
Q13233	P36507	Weight	0.3074313321328752
P49771	P36888	Weight	0.010579707778180153
P12643	P36894	Weight	2.5902894036833164
P12644	P36894	Weight	2.54242051792028
Q7Z4P5	P36894	Weight	2.5947475557962085
P01137	P36897	Weight	0.7838752401221813
P37173	P36897	Weight	2.1462106837715527
O43557	P36941	Weight	0.012967301374471494
P01374	P36941	Weight	1.6708501912733065
Q06643	P36941	Weight	0.03085643038053349
P01137	P37173	Weight	1.9600736261960146
P61812	P37173	Weight	2.3558165659198584
P15018	P40189	Weight	1.0227931916938255
O60674	P40763	Weight	1.3038524147196229
P12931	P40763	Weight	1.5931245875330122
P23458	P40763	Weight	0.8252516178689848
Q5VWK5	P40763	Weight	0.45134127900465937
P01213	P41143	Weight	0.009696736028997751
P19838	P41279	Weight	-1.0214742315055412
Q9Y243	P41279	Weight	0.3576821296066846
O15530	P41743	Weight	0.7853740655029673
O60674	P42224	Weight	0.0018683153561034913
P15260	P42224	Weight	0.4277255323140684
P23458	P42224	Weight	0.8165221633115118
P28482	P42224	Weight	0.008246420882992746
P52630	P42224	Weight	0.6780272644436894
Q14164	P42224	Weight	0.005898064396292795
P24394	P42226	Weight	2.6358856137010376
O60674	P42229	Weight	0.4310803545009214
P00533	P42229	Weight	0.07226535602264295
P23458	P42229	Weight	0.4489816936260179
Q15303	P42229	Weight	1.2274468413188664
O43561	P42336	Weight	0.006369974298861353
P00533	P42336	Weight	0.1357716236697077
P01112	P42336	Weight	0.12937665266399886
P01116	P42336	Weight	0.13874478643050214
P04626	P42336	Weight	0.14058361135288255
P04629	P42336	Weight	0.040055254458895954
P06213	P42336	Weight	0.3171667785157455
P06241	P42336	Weight	0.029856578756358002
P10721	P42336	Weight	1.9278291319995655
P12931	P42336	Weight	0.010182547610695649
P21860	P42336	Weight	0.4055723081722349
P35568	P42336	Weight	0.8031810775847743
P43405	P42336	Weight	0.010286886266915407
P63000	P42336	Weight	0.00150257459154924
Q05397	P42336	Weight	0.2129855914005044
Q06124	P42336	Weight	0.06105408678182525
Q13480	P42336	Weight	0.772677213728994
Q6ZUJ8	P42336	Weight	0.005206120806937155
Q9UQC2	P42336	Weight	0.6232623934259858
Q9Y4H2	P42336	Weight	0.8093405867891535
O15111	P42345	Weight	0.9046548066307494
P17612	P42345	Weight	0.16320641292712373
Q13131	P42345	Weight	-0.34972201097648487
Q15382	P42345	Weight	1.0002109747064885
P55211	P42574	Weight	0.004293843099993712
Q14790	P42574	Weight	0.010280530447275747
Q92851	P42574	Weight	0.009945260603346762
P29459	P42701	Weight	1.8195595077935856
Q9NPF7	P42701	Weight	1.5965075142463832
P04637	P42773	Weight	1.9087674982977718
O43914	P43403	Weight	0.010728209434790314
P06239	P43403	Weight	0.010785501963177704
P06241	P43403	Weight	0.028469365046124892
P20963	P43403	Weight	0.0038823112223512284
P29350	P43403	Weight	-0.6364015072377467
P12931	P43405	Weight	0.1501557769526461
P20963	P43405	Weight	0.02161644713187747
P29350	P43405	Weight	-0.26169889888633824
P04439	P43626	Weight	0.389397384124614
P10321	P43626	Weight	0.011977324578910719
P04439	P43628	Weight	0.3835688915938028
P10321	P43628	Weight	0.4197275896286971
P01889	P43629	Weight	0.7563116581229372
O14733	P45983	Weight	0.005246069500873103
O43318	P45983	Weight	0.002245920627184496
P01112	P45983	Weight	0.005392965181723605
P45985	P45983	Weight	0.017274395507285326
P46108	P45983	Weight	0.465519023532674
P60953	P45983	Weight	0.8735397724141187
P61586	P45983	Weight	0.3517717523726641
P63000	P45983	Weight	0.9600134381864543
Q05655	P45983	Weight	0.017874566602987252
Q13233	P45983	Weight	0.3836858578782721
Q99683	P45983	Weight	0.408485181519697
Q9Y4K3	P45983	Weight	0.0049015868588199235
O14733	P45984	Weight	2.8816802681784393
P21333	P45985	Weight	0.010191425098404617
Q13233	P45985	Weight	0.07731604226622546
Q9UPT6	P45985	Weight	0.014870316623495392
Q9Y243	P45985	Weight	-0.34716173842982195
P00519	P46108	Weight	0.015280086678031145
P00533	P46108	Weight	-0.9150517465232613
P56945	P46108	Weight	0.7093974691630457
Q14289	P46108	Weight	0.22515593950375506
Q9Y243	P46527	Weight	-2.2381185768126333
P01042	P46663	Weight	1.014048976175274
O43318	P46734	Weight	0.748645537751502
Q99683	P46734	Weight	0.8588593825984778
Q9NRM7	P46937	Weight	-1.2495211902902712
P63000	P46940	Weight	-0.010703352878353863
P41159	P48357	Weight	1.8531372556111951
P17612	P48436	Weight	1.7374833543476234
P31431	P49023	Weight	0.6311334230421435
P46108	P49023	Weight	0.02184333626796446
Q05397	P49023	Weight	1.2667193156497818
Q9Y2X7	P49023	Weight	-0.500866181184282
Q12933	P49116	Weight	0.763798287483527
Q15750	P49116	Weight	2.2291276988589916
Q9NYJ8	P49116	Weight	0.4021981612330156
Q9Y4K3	P49116	Weight	0.547107209705108
Q03431	P49407	Weight	1.3473574718962336
Q99835	P49407	Weight	1.425895139142577
P01106	P49715	Weight	-1.8390173940957597
Q9Y243	P49815	Weight	-0.6667947225335142
O14640	P49841	Weight	-0.025121021228853353
P17612	P49841	Weight	-0.8303296145613059
Q9Y243	P49841	Weight	-1.9045907759894367
P16473	P50148	Weight	0.40864728707309955
P25101	P50148	Weight	0.7316287355778274
P25116	P50148	Weight	0.6379404563021766
P30411	P50148	Weight	0.5334355252528268
P30556	P50148	Weight	0.6546860152661441
P30559	P50148	Weight	0.4578776357250895
P32238	P50148	Weight	0.3187894782066528
P32239	P50148	Weight	0.2953240994797791
P46663	P50148	Weight	0.30394178144345424
Q99836	P51617	Weight	0.43114013449709687
Q9NWZ3	P51617	Weight	0.01448650969313343
P13501	P51681	Weight	0.009836384347844179
P16619	P51681	Weight	0.010305816506675388
P80075	P51681	Weight	0.009696776013579924
Q8NHW4	P51681	Weight	0.010305941560807387
O43318	P52564	Weight	0.8644351781188266
Q99683	P52564	Weight	1.0151374005529397
P17612	P52565	Weight	-0.088600323903318
P23458	P52630	Weight	1.614449469225049
P16070	P52735	Weight	1.6202670278161373
O14727	P55211	Weight	0.009836284644198473
P99999	P55211	Weight	0.009721090296935495
Q9Y243	P55211	Weight	-0.009968999961636117
P45983	P55957	Weight	0.009859327920123015
Q14790	P55957	Weight	0.00983591493506309
Q92851	P55957	Weight	0.0096964601836326
Q05397	P56945	Weight	0.01459091850077688
O75044	P60953	Weight	-0.40288892897202105
P12931	P60953	Weight	0.5530155817781187
Q15311	P60953	Weight	-0.5135557199483051
P48061	P61073	Weight	0.3232037761800695
Q16539	P61244	Weight	1.4783953776718488
P12931	P61586	Weight	-0.04972570309560713
P17612	P61586	Weight	0.03014990415761401
P52565	P61586	Weight	-0.06325157994395195
P63000	P61586	Weight	-0.21409198946991667
Q13972	P61586	Weight	0.009615291447405678
Q14344	P61586	Weight	0.2609094433865135
Q92888	P61586	Weight	0.023039183634615
Q9NRY4	P61586	Weight	-0.509679614062734
Q9NZN5	P61586	Weight	0.021797522875827393
Q9UKW4	P61586	Weight	0.10862929552500948
Q9Y4D1	P61586	Weight	0.7489673153342419
Q13972	P62070	Weight	0.015627049013403827
Q9UD71	P62136	Weight	-2.5642460203736133
P17612	P62834	Weight	-1.377174800618394
Q13905	P62834	Weight	0.011334322677713133
O43561	P62993	Weight	0.3111058316071964
P00519	P62993	Weight	0.4503448581806246
P00533	P62993	Weight	0.08280489430461274
P04626	P62993	Weight	0.1364520105069536
P04629	P62993	Weight	0.04445078975567722
P07333	P62993	Weight	0.011383070720074516
P08069	P62993	Weight	0.27383779697524746
P08581	P62993	Weight	0.02793417175980715
P10721	P62993	Weight	0.888902325065598
P10747	P62993	Weight	0.009503270852441223
P11362	P62993	Weight	0.2094710660105767
P12931	P62993	Weight	0.02081552531889328
P16234	P62993	Weight	0.33132102638775585
P21802	P62993	Weight	0.14352324859489135
P35568	P62993	Weight	0.7861650144278223
P36888	P62993	Weight	0.8133658488448052
P40189	P62993	Weight	0.025640987713429594
P98077	P62993	Weight	0.7762260413864771
Q06124	P62993	Weight	0.06141722098036466
Q13094	P62993	Weight	0.23117681367699475
Q16288	P62993	Weight	0.42207754740613107
Q16620	P62993	Weight	0.11967975051499223
Q8WU20	P62993	Weight	0.2756706804972742
Q8WV28	P62993	Weight	0.27917326165252176
O60716	P63000	Weight	1.3796036250715893
P12931	P63000	Weight	0.1841241432426135
P42336	P63000	Weight	0.4185906548989152
P52735	P63000	Weight	1.2756648814076916
Q13009	P63000	Weight	0.9960649982585719
Q14185	P63000	Weight	0.003820207812382718
Q14289	P63000	Weight	0.02565974304393072
Q15311	P63000	Weight	-0.6536138558575676
Q9UKW4	P63000	Weight	0.06025268005397037
P24530	P63096	Weight	0.00983633468460882
P30411	P63096	Weight	0.009827300223719377
P30559	P63096	Weight	0.009822500767066158
P30874	P63096	Weight	0.009836500867163386
P35372	P63096	Weight	0.010246077784606927
P41143	P63096	Weight	0.009859743884017575
P51681	P63096	Weight	0.00983674080242931
P61073	P63096	Weight	0.00977715779757119
P00533	P98077	Weight	0.10039630597783465
P04626	P98077	Weight	0.06686866345694309
P04629	P98077	Weight	0.06156688475102852
P35968	P98077	Weight	0.02037233297582893
P62993	P98077	Weight	0.5604076234369084
Q16288	P98077	Weight	0.02181629518951957
Q16620	P98077	Weight	0.04857777087761376
Q9Y243	P98177	Weight	-1.4753147865936103
P10415	P99999	Weight	-0.010305399385037432
Q07812	P99999	Weight	0.009696405625710917
Q07817	P99999	Weight	-0.009696505722503983
Q16611	P99999	Weight	0.010245469165001233
P06241	Q00535	Weight	0.008080659660392918
O15111	Q00653	Weight	1.721483537978514
P42224	Q00978	Weight	1.9163740316019406
P26447	Q00987	Weight	-1.1005888303902676
Q8N726	Q00987	Weight	-0.44534558554068887
Q9Y243	Q00987	Weight	1.2416889353670273
P06400	Q01094	Weight	-4.02965668852761
Q00653	Q01201	Weight	1.961438960492705
P01112	Q02750	Weight	0.43236653901240474
P04049	Q02750	Weight	0.25074560716924854
P10398	Q02750	Weight	0.8900875880082026
P15056	Q02750	Weight	0.7193967721807119
P41279	Q02750	Weight	1.0168613085410592
Q13153	Q02750	Weight	0.1830162775727127
Q13233	Q02750	Weight	0.07269819569274798
P01270	Q03431	Weight	0.7000354571593566
P12272	Q03431	Weight	0.7037101779266124
Q96A98	Q03431	Weight	-0.004998195116091862
P19838	Q04206	Weight	2.140323812163787
Q9UHD2	Q04864	Weight	1.7163835454252974
P00533	Q05397	Weight	0.09941751491799539
P05556	Q05397	Weight	0.013856617903197378
P06241	Q05397	Weight	0.004690557594920109
P09769	Q05397	Weight	0.0057889812552830095
P12931	Q05397	Weight	0.25303812732571557
P17252	Q05397	Weight	0.20370055711909757
P35968	Q05397	Weight	0.27449091811235504
P42336	Q05397	Weight	0.1911381922827377
P62993	Q05397	Weight	1.5260956833757524
Q14289	Q05397	Weight	0.06589565260630718
Q92859	Q05397	Weight	0.012637444458829035
P42336	Q05513	Weight	0.8805782306589374
P12931	Q05655	Weight	0.9417195864704909
P42336	Q05655	Weight	0.46959340444357783
O60674	Q06124	Weight	0.8769981676055015
P23458	Q06124	Weight	0.025055505307538167
P43626	Q06124	Weight	0.18327217556386502
P43628	Q06124	Weight	0.09041198737939948
P43629	Q06124	Weight	0.08131480496300579
P43405	Q06187	Weight	0.010212528448203369
Q16539	Q06413	Weight	1.4783952485356586
O43521	Q07812	Weight	0.010245528004654395
P04637	Q07812	Weight	0.009696465003872827
P10415	Q07812	Weight	-0.009836300366909126
P55957	Q07812	Weight	0.009836413956124293
Q07817	Q07812	Weight	-0.01024533147647202
O43521	Q07817	Weight	-0.010245773453136023
P45983	Q07817	Weight	-0.010305644759609952
Q92934	Q07817	Weight	-0.010245740113754391
Q9UBK2	Q07869	Weight	1.8816121060048998
P00533	Q07889	Weight	0.20077891968487221
P62993	Q07889	Weight	0.14596417652418095
Q06124	Q07889	Weight	0.16926533038473504
Q13480	Q07889	Weight	0.8162700772704514
Q9Y243	Q12778	Weight	-1.4753094131875557
P19438	Q12933	Weight	0.842424409653539
P20333	Q12933	Weight	1.0880709566448503
Q15628	Q12933	Weight	1.3110155094907292
Q92956	Q12933	Weight	0.9553923525996041
Q9NQC7	Q12933	Weight	-0.021233207183991843
Q9Y6Q6	Q12933	Weight	0.26642684367641006
P01112	Q12967	Weight	0.9396752808941972
P01116	Q12967	Weight	0.011612892975671621
P62070	Q12967	Weight	0.31668852310124157
P62834	Q12967	Weight	1.0015022847588173
P01112	Q13009	Weight	0.0012396057718183345
P16070	Q13009	Weight	1.8062566577535888
Q8TEW0	Q13009	Weight	-0.8079641185180113
P29350	Q13094	Weight	-0.07244898709076651
P43403	Q13094	Weight	0.04965883408555279
P43405	Q13094	Weight	0.8933921578820445
P01106	Q13105	Weight	-1.8462794994249943
O43353	Q13114	Weight	0.683836113347316
Q7Z434	Q13114	Weight	-0.05196869576830233
Q8IUC6	Q13114	Weight	4.48742535696516
O43318	Q13131	Weight	0.06091082205469038
P17612	Q13131	Weight	-0.8597327406508538
P60953	Q13153	Weight	0.5239784880099781
P63000	Q13153	Weight	0.6652543250634478
O14763	Q13158	Weight	0.009819595995528332
O15519	Q13158	Weight	-0.009839079952855235
P19438	Q13158	Weight	0.010956753201689106
Q99836	Q13158	Weight	0.014842785745032878
Q05513	Q13164	Weight	-3.2392890380852863
P42574	Q13188	Weight	0.014563537722146299
Q9NS23	Q13188	Weight	1.2995346592719348
P01112	Q13233	Weight	0.10512157746289988
P01116	Q13233	Weight	0.021374600194549065
P60953	Q13233	Weight	0.26451068694885943
P63000	Q13233	Weight	0.7250924280692321
Q12933	Q13233	Weight	0.02326274246435883
Q9UPT6	Q13233	Weight	0.024664383467168052
P42345	Q13322	Weight	0.25866625463018694
P08648	Q13418	Weight	1.2602631094482173
P17252	Q13418	Weight	0.12351989231526582
