source	target	direction	stimulation	inhibition	sources	references
P04049	Q02750	1	1	0	ACSN;BEL-Large-Corpus_ProtMapper;BioGRID;CancerCellMap;DIP;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;IntAct;KEA;KEGG;KEGG-MEDICUS;Lit-BM-17;MIMP;NCI-PID_ProtMapper;NetPath;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	ACSN:7565670;ACSN:9069260;BioGRID:20956560;BioGRID:23055494;CancerCellMap:9677429;DIP:1326789;DIP:17724343;DIP:23934108;HPRD-phos:10409742;HPRD-phos:11684694;HPRD-phos:18691976;HPRD-phos:7731720;HPRD-phos:8157000;HPRD-phos:8394352;HPRD-phos:8621729;HPRD:11604401;HPRD:16093354;HPRD:7731720;HPRD:8157000;HPRD:8394352;HPRD:8621729;IntAct:17724343;IntAct:17979178;IntAct:19197339;IntAct:23934108;IntAct:24746704;KEA:10409742;KEA:10567369;KEA:11684694;KEA:12594221;KEA:15175348;KEA:15466476;KEA:17192257;KEA:7624324;KEA:7731720;KEA:7873542;KEA:7936666;KEA:8039496;KEA:8131746;KEA:8157000;KEA:8394352;KEA:8621729;KEA:9351825;KEA:94178255;Lit-BM-17:10757792;Lit-BM-17:10958680;Lit-BM-17:1326789;Lit-BM-17:15485920;Lit-BM-17:15866172;Lit-BM-17:16093354;Lit-BM-17:17724343;Lit-BM-17:17979178;Lit-BM-17:18556463;Lit-BM-17:19058874;Lit-BM-17:19197339;Lit-BM-17:20212043;Lit-BM-17:21336309;Lit-BM-17:24746704;Lit-BM-17:25155755;Lit-BM-17:26496610;Lit-BM-17:9311917;NetPath:10677502;NetPath:9677429;ProtMapper:10327068;ProtMapper:10359597;ProtMapper:10567369;ProtMapper:10969079;ProtMapper:10976102;ProtMapper:11042690;ProtMapper:11136732;ProtMapper:11948406;ProtMapper:11948414;ProtMapper:12695496;ProtMapper:12750173;ProtMapper:12876277;ProtMapper:12907640;ProtMapper:12920017;ProtMapper:1330321;ProtMapper:15342917;ProtMapper:15466214;ProtMapper:16129686;ProtMapper:16407412;ProtMapper:18799465;ProtMapper:19219045;ProtMapper:19541618;ProtMapper:23360980;ProtMapper:23728975;ProtMapper:27169363;ProtMapper:7624324;ProtMapper:7898932;ProtMapper:7992057;ProtMapper:8090753;ProtMapper:8131746;ProtMapper:8223433;ProtMapper:8248196;ProtMapper:8394352;ProtMapper:8503013;ProtMapper:8607979;ProtMapper:8621729;ProtMapper:8933152;ProtMapper:9032297;SIGNOR:10359597;SIGNOR:11018021;SPIKE:11604401;SPIKE:16093354;SPIKE:17053865;SPIKE:18337766;SPIKE:7731720;SPIKE:8157000;SPIKE:8394352;SPIKE:8621729;SignaLink3:10757792;SignaLink3:11242034;SignaLink3:11604401;SignaLink3:15485920;SignaLink3:16093354;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:7731720;SignaLink3:8157000;SignaLink3:8394352;SignaLink3:8621729;dbPTM:17192257;dbPTM:8131746;iPTMnet:10359597;iPTMnet:10409742;iPTMnet:11684694;iPTMnet:18691976;iPTMnet:7731720;iPTMnet:8131746;iPTMnet:8157000;iPTMnet:8394352;iPTMnet:8621729;phosphoELM:8131746
P41279	Q99558	1	1	0	HPRD;HPRD_KEA;InnateDB;KEA;KEGG;NetPath;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Wang;iPTMnet;phosphoELM_KEA	HPRD:10072079;HPRD:11278268;HPRD:9742107;InnateDB:10072079;KEA:11278268;KEA:9742107;NetPath:10072079;ProtMapper:9742107;SIGNOR:9742107;SPIKE:10072079;SPIKE:18439422;iPTMnet:11278268;iPTMnet:9742107
O60674	P40763	1	1	0	BioGRID;CancerCellMap;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;KEGG;KEGG-MEDICUS;MIMP;NCI-PID_ProtMapper;NetPath;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	BioGRID:21102457;BioGRID:27351213;BioGRID:9211920;CancerCellMap:15156153;CancerCellMap:15284024;HPRD-phos:10918587;HPRD-phos:11294897;HPRD-phos:11350938;HPRD-phos:11940572;HPRD-phos:12244095;HPRD-phos:12576423;HPRD-phos:12626508;HPRD-phos:14551213;HPRD-phos:16497976;HPRD-phos:17016520;HPRD-phos:17389395;HPRD-phos:19901323;HPRD-phos:8626374;HPRD:10918587;HPRD:10925297;HPRD:11294897;HPRD:11350938;HPRD:11940572;HPRD:12244095;HPRD:12576423;HPRD:12626508;HPRD:14551213;HPRD:8626374;InnateDB:15284024;KEA:10918587;KEA:11294897;KEA:11350938;KEA:11429593;KEA:11850821;KEA:11940572;KEA:12244095;KEA:12576423;KEA:12626508;KEA:14551213;KEA:15592455;KEA:8272872;KEA:8626374;KEA:9083098;KEA:9305919;KEA:9566874;KEA:9582023;NetPath:15156153;NetPath:15284024;NetPath:16306356;PhosphoSite:11803465;PhosphoSite:12075083;PhosphoSite:12626585;PhosphoSite:12637586;PhosphoSite:14701810;PhosphoSite:15077188;PhosphoSite:15151905;PhosphoSite:15615703;PhosphoSite:15786731;PhosphoSite:15950906;PhosphoSite:16319070;PhosphoSite:16469875;PhosphoSite:17360477;PhosphoSite:17565041;PhosphoSite:18498667;PhosphoSite:18718905;PhosphoSite:18939995;PhosphoSite:19147545;PhosphoSite:19159681;PhosphoSite:20455003;PhosphoSite:20826784;PhosphoSite:21098725;PhosphoSite:21166956;PhosphoSite:21481791;PhosphoSite:21575192;PhosphoSite:22153071;PhosphoSite:22306293;PhosphoSite:23906537;PhosphoSite:24316223;PhosphoSite:24793791;PhosphoSite:25915428;PhosphoSite:25962054;PhosphoSite:26008966;PhosphoSite:26175413;PhosphoSite:26307676;PhosphoSite:26675255;PhosphoSite:26699492;PhosphoSite:26787900;PhosphoSite:27086926;PhosphoSite:27181202;PhosphoSite:27344175;PhosphoSite:27748760;PhosphoSite:27941883;PhosphoSite:29162862;PhosphoSite:8626374;ProtMapper:10207096;ProtMapper:11940572;ProtMapper:12529382;ProtMapper:15322111;ProtMapper:18525315;ProtMapper:21285325;ProtMapper:23166634;ProtMapper:24501689;ProtMapper:25986861;ProtMapper:26188635;ProtMapper:28827891;ProtMapper:28978186;ProtMapper:29290793;ProtMapper:29449694;ProtMapper:9575217;SIGNOR:9575217;SPIKE:12595539;SignaLink3:10918587;SignaLink3:10925297;SignaLink3:11294897;SignaLink3:11350938;SignaLink3:11445068;SignaLink3:11940572;SignaLink3:12244095;SignaLink3:12576423;SignaLink3:12626508;SignaLink3:14551213;SignaLink3:18988627;SignaLink3:19834108;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8626374;iPTMnet:10918587;iPTMnet:11294897;iPTMnet:11350938;iPTMnet:11940572;iPTMnet:12244095;iPTMnet:12576423;iPTMnet:12626508;iPTMnet:14551213;iPTMnet:16497976;iPTMnet:17016520;iPTMnet:17389395;iPTMnet:19901323;iPTMnet:8626374;iPTMnet:9575217;iPTMnet:9582023;phosphoELM:9582023
P19838	P41279	1	0	1	BioGRID;CancerCellMap;HPRD;InnateDB;IntAct;KEGG;Lit-BM-17;NetPath;PhosphoPoint;ProtMapper;REACH_ProtMapper;SIGNOR;SPIKE;Wang	BioGRID:18270204;CancerCellMap:9950430;HPRD:16291755;HPRD:9950430;InnateDB:15169888;IntAct:12832462;IntAct:14743216;IntAct:21988832;Lit-BM-17:12832462;Lit-BM-17:14743216;Lit-BM-17:15169888;Lit-BM-17:16291755;Lit-BM-17:21988832;Lit-BM-17:25609649;Lit-BM-17:25852190;Lit-BM-17:9950430;NetPath:9950430;ProtMapper:23557442;SIGNOR:22435554;SPIKE:12832462
O43318	O14920	1	1	0	BioGRID;HPRD;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;KEGG;MIMP;Macrophage;NetPath;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	BioGRID:18316610;HPRD:10022904;HPRD:10195894;HPRD:10779355;HPRD:11460167;HPRD:9689078;InnateDB:10187861;InnateDB:10807933;InnateDB:11460167;KEA:10022904;KEA:10195894;KEA:10779355;KEA:11460167;KEA:9689078;Macrophage:10094049;Macrophage:10187861;Macrophage:10195894;Macrophage:10837071;Macrophage:11129660;Macrophage:11460167;Macrophage:12547194;Macrophage:14530355;Macrophage:15214841;Macrophage:15327770;Macrophage:15502405;Macrophage:15620648;Macrophage:15691841;Macrophage:15836773;Macrophage:16186825;Macrophage:16260493;Macrophage:16493424;Macrophage:17965022;NetPath:12547194;ProtMapper:11460167;ProtMapper:24911653;ProtMapper:25195736;ProtMapper:25659581;ProtMapper:28159912;ProtMapper:28475177;ProtMapper:29748387;SIGNOR:11460167;SIGNOR:19632174;SPIKE:16006187;iPTMnet:10022904;iPTMnet:10195894;iPTMnet:10779355;iPTMnet:11460167;iPTMnet:9689078
O14763	Q13546	1	1	0	HPRD;KEGG;PhosphoPoint;SPIKE;Wang	HPRD:9430227;SPIKE:9430227
P06213	Q9Y4H2	1	1	0	CA1;ELM;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;KEGG;Kinexus_KEA;Lit-BM-17;MIMP;NetworKIN_KEA;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR_ProtMapper;SPIKE;SignaLink3;Wang;dbPTM;iPTMnet;phosphoELM_KEA	CA1:7526222;CA1:7675087;CA1:9195949;ELM:7537849;ELM:8626723;HPRD-phos:19901323;HPRD-phos:9195949;HPRD:8626379;HPRD:8662806;HPRD:9195949;KEA:17570479;KEA:9195949;Lit-BM-17:8626379;Lit-BM-17:8662806;ProtMapper:9195949;SPIKE:11584304;SignaLink3:12101187;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:8626379;SignaLink3:8662806;SignaLink3:9195949;dbPTM:18083107;dbPTM:19534553;iPTMnet:19901323;iPTMnet:9195949
Q12933	Q99558	1	1	0	CancerCellMap;DIP;HPRD;InnateDB;IntAct;KEGG;Lit-BM-17;Macrophage;NetPath;PhosphoPoint;SIGNOR;SPIKE;Wang	CancerCellMap:9020361;CancerCellMap:9275204;CancerCellMap:9334169;DIP:9020361;HPRD:11278268;HPRD:15084608;HPRD:18997792;HPRD:9020361;InnateDB:15084608;IntAct:25416956;IntAct:9020361;Lit-BM-17:11278268;Lit-BM-17:15084608;Lit-BM-17:20184394;Lit-BM-17:20348096;Lit-BM-17:20385093;Lit-BM-17:23543740;Lit-BM-17:25246529;Lit-BM-17:9020361;Lit-BM-17:9275204;Macrophage:9275204;NetPath:9275204;SIGNOR:20651737;SIGNOR:9020361;SPIKE:9275204
O00206	Q86XR7	1	1	0	HPRD;InnateDB;IntAct;KEGG;KEGG-MEDICUS;Lit-BM-17;SIGNOR;SPIKE;Wang	HPRD:14517278;HPRD:14519765;HPRD:14556004;InnateDB:21829704;InnateDB:21903422;InnateDB:22139835;InnateDB:24265315;IntAct:17258210;IntAct:21903422;Lit-BM-17:17258210;Lit-BM-17:18221795;Lit-BM-17:21903422;Lit-BM-17:25736436;SIGNOR:18221795;SIGNOR:20404851;SPIKE:16410796
Q86XR7	Q8IUC6	1	1	0	HPRD;InnateDB;KEGG;KEGG-MEDICUS;SIGNOR;SPIKE;Wang	HPRD:12721283;HPRD:14519765;InnateDB:24255114;SIGNOR:14519765;SPIKE:16410796
Q9Y4K3	O43318	1	1	0	ACSN;BioGRID;HPRD;InnateDB;IntAct;KEGG;KEGG-MEDICUS;Lit-BM-17;Macrophage;NetPath;PhosphoPoint;SIGNOR;SPIKE;Wang	ACSN:18758450;ACSN:18922473;BioGRID:22637723;BioGRID:22649194;BioGRID:24558484;BioGRID:28024152;HPRD:10094049;HPRD:18758450;InnateDB:10882101;InnateDB:10921914;InnateDB:11259596;InnateDB:11809792;InnateDB:12609980;InnateDB:14633987;InnateDB:16517750;InnateDB:19232515;IntAct:19820695;Lit-BM-17:10094049;Lit-BM-17:10882101;Lit-BM-17:10921914;Lit-BM-17:11259596;Lit-BM-17:11518704;Lit-BM-17:12242293;Lit-BM-17:12496252;Lit-BM-17:12609980;Lit-BM-17:14633987;Lit-BM-17:16517750;Lit-BM-17:18758450;Lit-BM-17:19112497;Lit-BM-17:19232515;Lit-BM-17:19521662;Lit-BM-17:19675569;Lit-BM-17:19820695;Lit-BM-17:19843958;Lit-BM-17:21822258;Lit-BM-17:22643835;Lit-BM-17:22851693;Lit-BM-17:22924441;Lit-BM-17:24434549;Lit-BM-17:25963657;Lit-BM-17:26038599;Lit-BM-17:27249171;Lit-BM-17:27501752;Macrophage:10702308;Macrophage:17079228;Macrophage:17947236;Macrophage:17965022;NetPath:10094049;NetPath:11809792;NetPath:12242293;NetPath:18922473;NetPath:19232515;NetPath:19843958;SIGNOR:18758450;SPIKE:16410796;SPIKE:17145710;SPIKE:19232515;SPIKE:21245467
Q99836	Q9NWZ3	1	1	0	DIP;HPRD;InnateDB;IntAct;KEGG;KEGG-MEDICUS;Lit-BM-17;NetPath;PhosphoPoint;SIGNOR;SPIKE;Wang	DIP:20485341;DIP:24316379;HPRD:11960013;InnateDB:11960013;InnateDB:12150927;InnateDB:12860405;InnateDB:15084582;InnateDB:15905496;InnateDB:17486091;InnateDB:19167362;InnateDB:20485341;InnateDB:20966070;IntAct:12860405;IntAct:20485341;IntAct:24316379;IntAct:25502805;IntAct:25910212;IntAct:26871637;IntAct:31515488;Lit-BM-17:11960013;Lit-BM-17:12538665;Lit-BM-17:12860405;Lit-BM-17:17548806;Lit-BM-17:18221795;Lit-BM-17:22011580;Lit-BM-17:24735611;NetPath:17507369;SIGNOR:12297423;SIGNOR:17548806;SPIKE:16410796
P04637	P10415	1	0	1	HPRD;KEGG;SIGNOR;SPIKE;Wang	HPRD:12667443;SIGNOR:19007744;SPIKE:11313951;SPIKE:19555669;SPIKE:8205530
