	A	B	C	D	E
47	0.9496097549997745	0.7151329308748273	0.5115438631547906	0.47448678141611367	0.4286736203429875
48	0.9521453424878161	0.715987926349244	0.512342799104926	0.4753025454483204	0.42945194769704176
49	0.936057799894552	0.7104745269033224	0.5071444954226856	0.46999474928300655	0.42438773453967515
50	0.9533197934908164	0.7163822123310677	0.5127103530584906	0.4756778412341247	0.4298100205764779
51	0.8897132167560142	0.6933242405677331	0.49042832131214	0.45292648042718775	0.4081027550451778
52	0.950268512908546	0.7153555574290282	0.5117521447114775	0.4746994500317747	0.428876529265645
53	0.9036761098881116	0.6987014636140011	0.4957019068649783	0.45831114413401175	0.4132403081732151
54	0.9246605380688182	0.70643719456457	0.5032670560879291	0.4660356389865902	0.4206103139624493
55	0.9597418976752248	0.7185190229216272	0.5146926923025328	0.4777019347232807	0.43174122527241365
56	0.5992650836511959	0.5122534414002493	0.31284737621943504	0.2716051269602757	0.23510252004381096
57	0.940086110998813	0.7118750709925324	0.5084754692932931	0.4713537576131046	0.4256843758672433
58	0.7180646075577073	0.6071308839328065	0.40589620568489804	0.36661385488647213	0.32575114991636644
59	0.3609796218752298	0.2642801450566491	0.06965337406716729	0.023288700880528507	-1.8182796585530516e-05
60	0.923138307696692	0.7058894245953602	0.5027362744403769	0.4654936774226436	0.4200932238562275
61	0.6690016997920948	0.5728125819022136	0.37223933480019733	0.3322480653639017	0.2929624598380238
62	0.9475244346705562	0.714425897343226	0.510881207563932	0.4738101682324515	0.42802805798896537
63	0.9601634802152896	0.7186581693748539	0.5148212205853642	0.4778331702124803	0.43186643816123205
64	0.9574926610418246	0.7177743134075611	0.5140036519205997	0.4769983810025804	0.4310699587244312
65	-0.0003333164397606661	-0.0011218926031941916	-0.0019063345790053616	-0.000497782783420916	-0.0002451316465162339
66	0.9060548997246541	0.6995988116332255	0.4965819599164012	0.45920973384657016	0.41409766020853833
67	0.9410151120294451	0.7121961410532094	0.5087795783519004	0.4716642721566522	0.42598064041622186
68	0.7942929792648243	0.6507259213070957	0.44865101747052083	0.41026921631134317	0.36740309901760937
69	0.9544379785244682	0.7167565927414932	0.5130588385674975	0.47603366693447646	0.430149516882916
70	0.7544602455893104	0.629226786380624	0.42756624446199687	0.3887403322441233	0.3468622088701845
71	0.950910269036376	0.7155721038887617	0.5119545676013416	0.4749061365788234	0.42907373064610776
72	0.9538856634771202	0.7165717953157678	0.5128868854069892	0.47585809190428396	0.42998199926349123
73	0.8446849928231519	0.6745961674550063	0.4720612022713325	0.434172492593479	0.39020941683426247
74	0.8664890893921207	0.6839423285494097	0.48122723085111296	0.4435315863134417	0.3991390072106592
75	0.8710159859697427	0.6858158443249784	0.48306463756495777	0.4454076945414366	0.40092901791885927
76	0.9371148213452187	0.7108433430631257	0.5074956897760808	0.47035334088445524	0.42472986981571403
77	0.9338334453131765	0.7096953232199624	0.5064008722276434	0.4692354630649721	0.42366329314520235
78	0.9515356731923539	0.7157828159763576	0.5121513755900593	0.47510708995740103	0.429265461962103
79	0.9261236444464637	0.70696176931426	0.5037743008069175	0.4665535678608729	0.4211044742764536
